"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","iter_index","seeds"
"544",4,"8.8",3,"n",0.912518039791641,0.000416501311118134,0,0.684148539291344,9.1,2,2
"545",5,"8.8",3,"n",0.912777606033941,0.000456430769536606,0,0.624475465865971,9.3,2,2
"546",6,"8.8",3,"n",0.913029702549071,0.000500045976719146,0,0.5701646488488,9.5,2,2
"547",7,"8.8",3,"n",0.913274694393924,0.000547677666261105,0,0.520716945431606,9.7,2,2
"548",8,"8.8",3,"n",0.913512921740136,0.000599685581592251,2,0.475681658220826,9.9,2,2
"549",9,"8.8",5,"n",0.902563898421186,0.000656460973151775,1,0.429333091851243,9.9,2,2
"550",10,"8.8",6,"n",0.91362959876108,0.000727329083625095,2,0.392251420442905,10,2,2
"551",11,"8.8",8,"n",0.91362959876108,0.000796087478570511,2,0.358372507872715,10,2,2
"552",12,"8.8",10,"n",0.902679246521921,0.000871345980526505,1,0.323495425380713,10,2,2
"553",13,"8.8",11,"n",0.913744702031809,0.0009652885937988,2,0.295592231073153,10.1,2,2
"554",14,"8.8",13,"n",0.913744702031809,0.00105640951094149,2,0.270095835104856,10.1,2,2
"555",15,"8.8",15,"a",0.902793038805304,0.00115613202308309,2,0.243840639742969,10.1,2,2
"556",16,"8.8",17,"n",0.91362959876108,0.00128061690042829,2,0.222780025850014,10,2,2
"557",17,"8.8",19,"a",0.902679246521921,0.00140168061779617,2,0.201098905874424,10,2,2
"558",18,"8.8",21,"n",0.913512921740136,0.00155280031439399,2,0.18370644906409,9.9,2,2
"559",19,"8.8",23,"n",0.902563898421186,0.00169981209618369,1,0.165806808832398,9.9,2,2
"560",20,"8.8",24,"a",0.902679246521921,0.00188331496435554,2,0.149670365265033,10,2,2
"561",21,"8.8",26,"o",0.902563898421186,0.00208636120926904,0,0.135087068351731,9.9,2,2
"562",22,"8.8",26,"o",0.902905311302148,0.00231159390810846,0,0.121970831503015,10.2,2,2
"563",23,"8.8",26,"o",0.903233353029144,0.00256017312022978,0,0.11016812311022,10.5,2,2
"564",24,"8.8",26,"o",0.903548906277751,0.00283445370085572,0,0.0995422871429124,10.8,2,2
"565",25,"8.8",26,"o",0.90385277302424,0.00313702300026293,0,0.0899715722672965,11.1,2,2
"566",26,"8.8",26,"o",0.904145683866642,0.00347072343404627,0,0.0813474087361718,11.4,2,2
"567",27,"8.8",26,"o",0.904428306056304,0.00383867721317153,0,0.0735728990853257,11.7,2,2
"568",28,"8.8",26,"o",0.904790179508175,0.00424431343807649,0,0.0665680365703487,12.1,2,2
"569",29,"8.8",26,"o",0.905136153296923,0.00469093667703556,0,0.0602531365538143,12.5,2,2
"570",30,"8.8",26,"o",0.9054674007867,0.00518257574835455,0,0.0545572509446283,12.9,2,2
"571",31,"8.8",26,"o",0.905784975805787,0.00572364697376378,0,0.0494171382269104,13.3,2,2
"572",32,"8.8",26,"o",0.906089827984434,0.00631899084953581,0,0.0447763662755043,13.7,2,2
"573",33,"8.8",26,"o",0.906382815742261,0.00697391213804065,0,0.0405845289434983,14.1,2,2
"574",34,"8.8",26,"o",0.906733544877172,0.00769422369545867,0,0.0367993537961084,14.6,2,2
"575",35,"8.8",26,"o",0.907068313650605,0.0084856502099533,0,0.0333795277912681,15.1,2,2
"576",36,"8.8",26,"o",0.9073883404516,0.00935502881343279,0,0.0302881943275768,15.6,2,2
"577",37,"8.8",26,"o",0.907694715415756,0.0103098402264866,0,0.0274924339306269,16.1,2,2
"578",38,"8.8",26,"o",0.907988417412018,0.0113582684259259,0,0.0249628115754744,16.6,2,2
"579",39,"8.8",26,"o",0.90832536711613,0.0125092657660762,0,0.0226743549885436,17.2,2,2
"580",40,"8.8",26,"o",0.908646697837171,0.0137717895139186,0,0.0206029777859279,17.8,2,2
"581",41,"8.8",26,"o",0.908953623256024,0.015156374360573,0,0.0187271513083825,18.4,2,2
"582",42,"8.8",26,"o",0.909247227087651,0.0166745298910635,0,0.0170276103983977,19,2,2
"583",43,"8.8",26,"o",0.909528480582457,0.018338829522167,0,0.0154870966136047,19.6,2,2
"584",44,"8.8",26,"o",0.909798257217029,0.0201630074414194,0,0.0140901335084093,20.2,2,2
"585",45,"8.8",26,"o",0.910057345094306,0.0221620642614725,0,0.0128228294926873,20.8,2,2
"586",46,"8.8",26,"o",0.91034705269752,0.0243523821668357,0,0.0116732250359107,21.5,2,2
"587",47,"8.8",26,"o",0.910624200233944,0.0267506574494587,0,0.010629921212477,22.2,2,2
"588",48,"8.8",26,"o",0.910889702341545,0.0293761767396324,0,0.00968268576914729,22.9,2,2
"589",49,"8.8",26,"o",0.911144381694449,0.0322499822581347,0,0.00882232473827134,23.6,2,2
"590",50,"8.8",26,"o",0.911388980652266,0.035395029488257,0,0.00804056955019639,24.3,2,2
"591",51,"8.8",26,"o",0.911624171146514,0.038836358832126,0,0.00732997755174368,25,2,2
"592",52,"8.8",26,"o",0.911850563112019,0.0426012824816647,0,0.00668384415815593,25.7,2,2
"593",53,"8.8",26,"o",0.912068711710574,0.0467195878415345,0,0.00609612513060353,26.4,2,2
"594",54,"8.8",26,"o",0.912279123546834,0.0512237589577132,0,0.00556136769117882,27.1,2,2
"595",55,"8.8",26,"o",0.912482262039006,0.0561492175317586,0,0.00507464937087749,27.8,2,2
"596",56,"8.8",26,"o",0.912678552077357,0.0615345852381713,0,0.00463152364011274,28.5,2,2
"597",57,"8.8",26,"o",0.912868384079884,0.0674219692115168,0,0.0042279715011775,29.2,2,2
"598",58,"8.8",26,"o",0.913052117535517,0.0738572727321191,0,0.00386035833202993,29.9,2,2
"599",59,"8.8",26,"o",0.913230084109944,0.0808905333153078,0,0.00352539536425421,30.6,2,2
"600",60,"8.8",26,"o",NA,NA,NA,NA,31.3,2,2
"601",1,"9.4",1,"a",0.901962470425049,0.000358476839057902,2,0.901962470425049,9.4,2,2
"602",2,"9.4",3,"n",0.912777606033941,0.000397440969898636,0,0.823291144487036,9.3,2,2
"603",3,"9.4",3,"n",0.913029702549071,0.000435419282058786,0,0.751689268762282,9.5,2,2
"604",4,"9.4",3,"n",0.913274694393924,0.000476894980352936,0,0.686498787208065,9.7,2,2
"605",5,"9.4",3,"n",0.913512921740136,0.000522181314428533,0,0.6271255128735,9.9,2,2
"606",6,"9.4",3,"n",0.913744702031809,0.00057161896892913,0,0.573032614897141,10.1,2,2
"607",7,"9.4",3,"n",0.913970331917663,0.000625578422132653,0,0.523734809237187,10.3,2,2
"608",8,"9.4",3,"n",0.914190088985125,0.000684462504182258,0,0.478793171861151,10.5,2,2
"609",9,"9.4",3,"n",0.914404233319945,0.000748709171570766,0,0.43781050323452,10.7,2,2
"610",10,"9.4",3,"n",0.914613008911809,0.000818794515913835,0,0.400427181696518,10.9,2,2
"611",11,"9.4",3,"n",0.914816644923689,0.000895236026533258,2,0.366317450895857,11.1,2,2
"612",12,"9.4",5,"n",0.90385277302424,0.000978596127979214,1,0.331097043799391,11.1,2,2
"613",13,"9.4",6,"n",0.91491660343126,0.00108269417009685,2,0.30292618271907,11.2,2,2
"614",14,"9.4",8,"n",0.91491660343126,0.00118338017480103,2,0.277152194183729,11.2,2,2
"615",15,"9.4",10,"n",0.903951593111238,0.00129342955452217,1,0.250532167466657,11.2,2,2
"616",16,"9.4",11,"n",0.91501535684027,0.00143086152442125,2,0.229240780614469,11.3,2,2
"617",17,"9.4",13,"n",0.91501535684027,0.00156375684159259,2,0.209758834676291,11.3,2,2
"618",18,"9.4",15,"a",0.90404922183053,0.00170899518778849,2,0.18963231126118,11.3,2,2
"619",19,"9.4",17,"n",0.91491660343126,0.0018903784733403,2,0.173497750119898,11.2,2,2
"620",20,"9.4",19,"a",0.903951593111238,0.00206617572164579,2,0.156833567622097,11.2,2,2
"621",21,"9.4",21,"n",0.914816644923689,0.0022857150066348,2,0.143473958143459,11.1,2,2
"622",22,"9.4",23,"n",0.914816644923689,0.00249854986714356,2,0.131252365022721,11.1,2,2
"623",23,"9.4",25,"a",0.893013805614667,0.00273120289296002,1,0.117210173984866,11.1,2,2
"624",24,"9.4",26,"o",0.903951593111238,0.00305841060439163,0,0.105952323502465,11.2,2,2
"625",25,"9.4",26,"o",0.904241003182327,0.00338337874251113,0,0.0958064352933673,11.5,2,2
"626",26,"9.4",26,"o",0.90452033416949,0.00374167808206427,0,0.0866588688671443,11.8,2,2
"627",27,"9.4",26,"o",0.904878115511478,0.00413664341277612,0,0.0784157139528578,12.2,2,2
"628",28,"9.4",26,"o",0.905220302679012,0.00457149238319008,0,0.0709834963191967,12.6,2,2
"629",29,"9.4",26,"o",0.905548037567351,0.00505014345089332,0,0.0642789657915179,13,2,2
"630",30,"9.4",26,"o",0.905862346617165,0.00557689182835617,0,0.0582278947900289,13.4,2,2
"631",31,"9.4",26,"o",0.906164155520456,0.00615644512566662,0,0.0527640311101405,13.8,2,2
"632",32,"9.4",26,"o",0.906454301688849,0.00679396231704912,0,0.0478281829742311,14.2,2,2
"633",33,"9.4",26,"o",0.906801734472765,0.00749509633788602,0,0.0433706792777135,14.7,2,2
"634",34,"9.4",26,"o",0.907133461753876,0.00826541905794196,0,0.0393429944318093,15.2,2,2
"635",35,"9.4",26,"o",0.907450674763154,0.00911157994542653,0,0.0357018268443484,15.7,2,2
"636",36,"9.4",26,"o",0.907754440117825,0.0100408542291345,0,0.032408491838275,16.2,2,2
"637",37,"9.4",26,"o",0.908045716226358,0.0110612008990352,0,0.0294283921831025,16.7,2,2
"638",38,"9.4",26,"o",0.908379972365075,0.0121813260074648,0,0.0267321620780352,17.3,2,2
"639",39,"9.4",26,"o",0.908698821667984,0.0134099455933064,0,0.0242914841809482,17.9,2,2
"640",40,"9.4",26,"o",0.909003454801613,0.0147573049216587,0,0.0220810430427406,18.5,2,2
"641",41,"9.4",26,"o",0.9092949356047,0.0162345971774986,0,0.0200781806116334,19.1,2,2
"642",42,"9.4",26,"o",0.909574218079459,0.0178540499257287,0,0.0182625954302847,19.7,2,2
"643",43,"9.4",26,"o",0.909842160667752,0.0196290193486652,0,0.0166160792856912,20.3,2,2
"644",44,"9.4",26,"o",0.910141457695178,0.0215740929550451,0,0.0151229826222576,21,2,2
"645",45,"9.4",26,"o",0.910427477493894,0.0237041096992536,0,0.013768378920966,21.7,2,2
"646",46,"9.4",26,"o",0.91070120869479,0.0260362415296419,0,0.0125388793250916,22.4,2,2
"647",47,"9.4",26,"o",0.910963538354615,0.0285892247435982,0,0.011422461876987,23.1,2,2
"648",48,"9.4",26,"o",0.911215265095357,0.031383500590195,0,0.0104083216272803,23.8,2,2
"649",49,"9.4",26,"o",0.911457110214323,0.034441368348796,0,0.00948673875258216,24.5,2,2
"650",50,"9.4",26,"o",0.911689727126345,0.037787151982058,0,0.00864896226466055,25.2,2,2
"651",51,"9.4",26,"o",0.911913709427164,0.0414473815572799,0,0.00788710726146217,25.9,2,2
"652",52,"9.4",26,"o",0.912129597810564,0.0454509907338885,0,0.00719406397428627,26.6,2,2
"653",53,"9.4",26,"o",0.912337886027595,0.0498295317277139,0,0.00656341711824762,27.3,2,2
"654",54,"9.4",26,"o",0.91253902604136,0.0546174092853651,0,0.00598937426458887,28,2,2
"655",55,"9.4",26,"o",0.912733432503026,0.0598521353352943,0,0.00546670213106349,28.7,2,2
"656",56,"9.4",26,"o",0.912921486652575,0.0655746061269601,0,0.00499066983657728,29.4,2,2
"657",57,"9.4",26,"o",0.913103539729988,0.0718294038268325,0,0.00455699829340239,30.1,2,2
"658",58,"9.4",26,"o",0.913279915968085,0.0786651247109096,0,0.00416181501846525,30.8,2,2
"659",59,"9.4",26,"o",0.913450915226528,0.0861347362791,0,0.00380161373762059,31.5,2,2
"660",60,"9.4",26,"o",NA,NA,NA,NA,32.2,2,2
"661",1,"10",1,"a",0.902679246521921,0.000421808771082214,2,0.902679246521921,10,2,2
"662",2,"10",3,"n",0.913512921740136,0.000467285331647392,0,0.824609155884424,9.9,2,2
"663",3,"10",3,"n",0.913744702031809,0.000511525694411928,0,0.753482247436315,10.1,2,2
"664",4,"10",3,"n",0.913970331917663,0.000559812487311276,0,0.688660419783435,10.3,2,2
"665",5,"10",3,"n",0.914190088985125,0.000612506191679872,0,0.629566530442352,10.5,2,2
"666",6,"10",3,"n",0.914404233319945,0.000669998722431827,0,0.575678300593036,10.7,2,2
"667",7,"10",3,"n",0.914613008911809,0.000732716120527187,0,0.526522862670634,10.9,2,2
"668",8,"10",3,"n",0.914816644923689,0.000801121472565714,2,0.481671878703966,11.1,2,2
"669",9,"10",5,"n",0.90385277302424,0.000875718076415784,1,0.435360463254375,11.1,2,2
"670",10,"10",6,"n",0.91491660343126,0.000968872478518466,2,0.398318516308952,11.2,2,2
"671",11,"10",8,"n",0.91491660343126,0.00105897354456663,2,0.364428224025166,11.2,2,2
"672",12,"10",10,"n",0.903951593111238,0.00115745363085019,1,0.329425473682248,11.2,2,2
"673",13,"10",11,"n",0.91501535684027,0.00128043762483613,2,0.301429367353637,11.3,2,2
"674",14,"10",13,"n",0.91501535684027,0.00139936189623935,2,0.275812500131225,11.3,2,2
"675",15,"10",15,"a",0.90404922183053,0.00152933159621673,2,0.249348076114767,11.3,2,2
"676",16,"10",17,"n",0.91491660343126,0.00169164638305879,2,0.228132694871042,11.2,2,2
"677",17,"10",19,"a",0.903951593111238,0.00184896238270736,2,0.206220912969438,11.2,2,2
"678",18,"10",21,"n",0.914816644923689,0.00204542189736463,2,0.188654323715802,11.1,2,2
"679",19,"10",23,"n",0.914816644923689,0.00223588181163368,2,0.172584115472037,11.1,2,2
"680",20,"10",25,"a",0.893013805614667,0.00244407644312177,1,0.154119997746325,11.1,2,2
"681",21,"10",26,"o",0.903951593111238,0.00273688539612162,0,0.139317017493091,11.2,2,2
"682",22,"10",26,"o",0.904241003182327,0.00302769021812523,0,0.125976159658322,11.5,2,2
"683",23,"10",26,"o",0.90452033416949,0.00334832219228035,0,0.113947998031535,11.8,2,2
"684",24,"10",26,"o",0.904790179508175,0.00370176552786367,0,0.10309902959355,12.1,2,2
"685",25,"10",26,"o",0.905051084102993,0.00409129719983906,0,0.0933098885036086,12.4,2,2
"686",26,"10",26,"o",0.905385909983916,0.00452051521919781,0,0.0844814583133374,12.8,2,2
"687",27,"10",26,"o",0.905706810261013,0.004992915362774,0,0.0765154321351716,13.2,2,2
"688",28,"10",26,"o",0.906014759312489,0.00551272807735111,0,0.0693241108296385,13.6,2,2
"689",29,"10",26,"o",0.906310637255117,0.00608458970528729,0,0.062829179063154,14,2,2
"690",30,"10",26,"o",0.906595241446381,0.00671358081343422,0,0.056960634762638,14.4,2,2
"691",31,"10",26,"o",0.906936240333652,0.00740526809155029,0,0.0516596639386453,14.9,2,2
"692",32,"10",26,"o",0.907262026337961,0.00816514740752445,0,0.0468688513849134,15.4,2,2
"693",33,"10",26,"o",0.907573738688342,0.0089997676200358,0,0.0425369386794341,15.9,2,2
"694",34,"10",26,"o",0.907872398905995,0.00991629355984075,0,0.0386181125610151,16.4,2,2
"695",35,"10",26,"o",0.908158926115141,0.01092256309564,0,0.0350713836320051,16.9,2,2
"696",36,"10",26,"o",0.908487905721416,0.0120271494135545,0,0.0318619278665927,17.5,2,2
"697",37,"10",26,"o",0.908801890651369,0.0132386455976031,0,0.028956180284957,18.1,2,2
"698",38,"10",26,"o",0.909102027215682,0.0145671413470701,0,0.0263241221974771,18.7,2,2
"699",39,"10",26,"o",0.909389340898689,0.0160236595134268,0,0.0239388761349003,19.3,2,2
"700",40,"10",26,"o",0.909664752381486,0.0176202411802976,0,0.0217763518315452,19.9,2,2
"701",41,"10",26,"o",0.909929091029807,0.019370038395099,0,0.0198149360280232,20.5,2,2
"702",42,"10",26,"o",0.91022448717035,0.0212874152349355,0,0.0180360399844207,21.2,2,2
"703",43,"10",26,"o",0.910506899771985,0.0233869946754702,0,0.0164219388503784,21.9,2,2
"704",44,"10",26,"o",0.910777286968434,0.0256856863812091,0,0.0149567289129092,22.6,2,2
"705",45,"10",26,"o",0.911036509304996,0.028201939978878,0,0.0136261260994379,23.3,2,2
"706",46,"10",26,"o",0.911285342256234,0.0309558834260028,0,0.0124172889861529,24,2,2
"707",47,"10",26,"o",0.91152448682615,0.0339694736550461,0,0.011318662970875,24.7,2,2
"708",48,"10",26,"o",0.911754578569679,0.0372666605735682,0,0.0103198427869824,25.4,2,2
"709",49,"10",26,"o",0.911976195306975,0.0408735655948452,0,0.00941145096103831,26.1,2,2
"710",50,"10",26,"o",0.912219767563909,0.0448186759755138,0,0.00858531160811749,26.9,2,2
"711",51,"10",26,"o",0.912453671066577,0.0491314456988829,0,0.0078336990940773,27.7,2,2
"712",52,"10",26,"o",0.912678552077357,0.0538454140268323,0,0.00714964914659218,28.5,2,2
"713",53,"10",26,"o",0.912894997073336,0.0589971287308924,0,0.00652687893675364,29.3,2,2
"714",54,"10",26,"o",0.913103539729988,0.0646264125885586,0,0.00595971626053885,30.1,2,2
"715",55,"10",26,"o",0.91330466692819,0.070776653223433,0,0.00544303667431795,30.9,2,2
"716",56,"10",26,"o",0.91349882394246,0.0774951183173993,0,0.00497220760066513,31.7,2,2
"717",57,"10",26,"o",0.913686418939611,0.084833298397635,0,0.00454303855687604,32.5,2,2
"718",58,"10",26,"o",0.913867826893902,0.0928472795908352,0,0.00415173677346751,33.3,2,2
"719",59,"10",26,"o",0.914021755592225,0.101598148942839,0,0.00379477773444158,34,2,2
"720",60,"10",26,"o",NA,NA,NA,NA,34.7,2,2
"721",1,"7.1",1,"a",0.898505281250929,0.00020557277906503,2,0.898505281250929,7.1,3,3
"722",2,"7.1",3,"a",0.898505281250929,0.000228794180017311,2,0.80731174043581,7.1,3,3
"723",3,"7.1",5,"n",0.909407539982771,0.000254638659105905,0,0.73417538386894,7.1,3,3
"724",4,"7.1",5,"n",0.909769553056303,0.000280005000959998,0,0.667930410847385,7.3,3,3
"725",5,"7.1",5,"n",0.910118356753198,0.000307775743889584,2,0.60789572794591,7.5,3,3
"726",6,"7.1",7,"a",0.899208000325557,0.000338171119839357,2,0.546624701932691,7.5,3,3
"727",7,"7.1",9,"n",0.910118356753198,0.000376076636014051,0,0.497493175483687,7.5,3,3
"728",8,"7.1",9,"n",0.910454765281691,0.000413217284569103,0,0.452945032314243,7.7,3,3
"729",9,"7.1",9,"n",0.910779523208342,0.00045385811610449,0,0.412533060570753,7.9,3,3
"730",10,"7.1",9,"n",0.911093312996945,0.000498318313641609,0,0.375856112876177,8.1,3,3
"731",11,"7.1",9,"n",0.911396761568301,0.00054694541879848,0,0.342554044090997,8.3,3,3
"732",12,"7.1",9,"n",0.911690446028205,0.000600117799252781,0,0.312303249246087,8.5,3,3
"733",13,"7.1",9,"n",0.911974898685877,0.000658247327113281,0,0.28481272409047,8.7,3,3
"734",14,"7.1",9,"n",0.901315966063794,0.000721782285961809,1,0.256706255560863,8.9,3,3
"735",15,"7.1",10,"n",0.912385334049469,0.000800809386650455,2,0.234215022732486,9,3,3
"736",16,"7.1",12,"n",0.912385334049469,0.000877709621981972,2,0.213694351755184,9,3,3
"737",17,"7.1",14,"n",0.912385334049469,0.000961994443823867,2,0.194971592510638,9,3,3
"738",18,"7.1",16,"n",0.912385334049469,0.00105437298027821,2,0.177889221562975,9,3,3
"739",19,"7.1",18,"n",0.912385334049469,0.00115562245569923,2,0.162303516839535,9,3,3
"740",20,"7.1",20,"a",0.901449154089272,0.00126659472984971,2,0.146308367960713,9,3,3
"741",21,"7.1",22,"a",0.901315966063794,0.00140506508226672,2,0.131870068011727,8.9,3,3
"742",22,"7.1",24,"a",0.901180731037745,0.00155890401942272,2,0.118838764292805,8.8,3,3
"743",23,"7.1",26,"o",0.901043393829497,0.00172984615153454,0,0.107078883496893,8.7,3,3
"744",24,"7.1",26,"o",0.901449154089272,0.00191982557486224,0,0.0965261689490979,9,3,3
"745",25,"7.1",26,"o",0.901836957959405,0.00212971032936608,0,0.0870508665685301,9.3,3,3
"746",26,"7.1",26,"o",0.902208140147447,0.00236152478623741,0,0.0785380004250171,9.6,3,3
"747",27,"7.1",26,"o",0.902563898421186,0.00261749443521034,0,0.0708855638378082,9.9,3,3
"748",28,"7.1",26,"o",0.902905311302148,0.0029000655131332,0,0.0640029520838045,10.2,3,3
"749",29,"7.1",26,"o",0.903233353029144,0.00321192651857458,0,0.0578096010144183,10.5,3,3
"750",30,"7.1",26,"o",0.903548906277751,0.00355603179156621,0,0.0522338017689309,10.8,3,3
"751",31,"7.1",26,"o",0.903951593111238,0.00393562735437929,0,0.0472168283232816,11.2,3,3
"752",32,"7.1",26,"o",0.904335203045735,0.00435380321730898,0,0.0426998400289105,11.6,3,3
"753",33,"7.1",26,"o",0.904701250446272,0.00481436883430579,0,0.0386305986680111,12,3,3
"754",34,"7.1",26,"o",0.905051084102993,0.00532150124909295,0,0.0349626652040311,12.4,3,3
"755",35,"7.1",26,"o",0.905385909983916,0.00587977998431675,0,0.0316547044512147,12.8,3,3
"756",36,"7.1",26,"o",0.905706810261013,0.00649422519113557,0,0.0286698813982647,13.2,3,3
"757",37,"7.1",26,"o",0.906089827984434,0.00717033936099478,0,0.0259774879044878,13.7,3,3
"758",38,"7.1",26,"o",0.906454301688849,0.007913497248882,0,0.023547405658093,14.2,3,3
"759",39,"7.1",26,"o",0.906801734472765,0.0087301667984123,0,0.0213528282930926,14.7,3,3
"760",40,"7.1",26,"o",0.907133461753876,0.00962742622397851,0,0.0193698650477491,15.2,3,3
"761",41,"7.1",26,"o",0.907450674763154,0.0106130207184339,0,0.0175771971076512,15.7,3,3
"762",42,"7.1",26,"o",0.907754440117825,0.0116954243504242,0,0.0159557787192966,16.2,3,3
"763",43,"7.1",26,"o",0.908045716226358,0.0128839076225352,0,0.0144885765151129,16.7,3,3
"764",44,"7.1",26,"o",0.908379972365075,0.0141886112034953,0,0.0131611327344076,17.3,3,3
"765",45,"7.1",26,"o",0.908698821667984,0.0156196873942008,0,0.0119595058075721,17.9,3,3
"766",46,"7.1",26,"o",0.909003454801613,0.017189069713472,0,0.010871232096803,18.5,3,3
"767",47,"7.1",26,"o",0.9092949356047,0.018909795801847,0,0.0098851562894062,19.1,3,3
"768",48,"7.1",26,"o",0.909574218079459,0.0207961081288456,0,0.00899128330252989,19.7,3,3
"769",49,"7.1",26,"o",0.909842160667752,0.0228635637592675,0,0.00818064862714968,20.3,3,3
"770",50,"7.1",26,"o",0.910099538312034,0.0251291539869811,0,0.0074452045386619,20.9,3,3
"771",51,"7.1",26,"o",0.91034705269752,0.0276114347157985,0,0.00677772000850106,21.5,3,3
"772",52,"7.1",26,"o",0.910585340992123,0.0303306685444643,0,0.00617169248509008,22.1,3,3
"773",53,"7.1",26,"o",0.910814983338624,0.0333089795970334,0,0.00562126998797843,22.7,3,3
"774",54,"7.1",26,"o",0.911036509304996,0.0365705222315713,0,0.00512118218770881,23.3,3,3
"775",55,"7.1",26,"o",0.911250403460448,0.0401416648598088,0,0.00466667933474411,23.9,3,3
"776",56,"7.1",26,"o",0.911457110214323,0.0440511902188158,0,0.00425347806074277,24.5,3,3
"777",57,"7.1",26,"o",0.911657038030695,0.0483305135536849,0,0.0038777132101853,25.1,3,3
"778",58,"7.1",26,"o",0.911850563112019,0.0530139202984551,0,0.00353589497429438,25.7,3,3
"779",59,"7.1",26,"o",0.912038032629352,0.0581388249819421,0,0.00322487069593946,26.3,3,3
"780",60,"7.1",26,"o",NA,NA,NA,NA,26.9,3,3
"781",1,"7.6",1,"a",0.899375772655235,0.000223321115078835,2,0.899375772655235,7.6,3,3
"782",2,"7.6",3,"a",0.899208000325557,0.000248306794410886,2,0.808725890070567,7.5,3,3
"783",3,"7.6",5,"n",0.910118356753198,0.000276139440842371,2,0.736036278134792,7.5,3,3
"784",4,"7.6",7,"a",0.899208000325557,0.000303410472707621,2,0.661849709828651,7.5,3,3
"785",5,"7.6",9,"n",0.910118356753198,0.000337419676646306,0,0.602361570326833,7.5,3,3
"786",6,"7.6",9,"n",0.910454765281691,0.000370742633793295,0,0.548422962126627,7.7,3,3
"787",7,"7.6",9,"n",0.910779523208342,0.000407205989721619,0,0.499492403962196,7.9,3,3
"788",8,"7.6",9,"n",0.911093312996945,0.000447096118594302,0,0.455084189142725,8.1,3,3
"789",9,"7.6",9,"n",0.911396761568301,0.000490724838187679,0,0.414762256225616,8.3,3,3
"790",10,"7.6",9,"n",0.911690446028205,0.000538431623723631,0,0.378134786373996,8.5,3,3
"791",11,"7.6",9,"n",0.911974898685877,0.000590586010930923,0,0.344849433493031,8.7,3,3
"792",12,"7.6",9,"n",0.912250611464856,0.000647590204271999,0,0.314589106567327,8.9,3,3
"793",13,"7.6",9,"n",0.912518039791641,0.000709881907595682,0,0.287068234864621,9.1,3,3
"794",14,"7.6",9,"n",0.901836957959405,0.000777937395909205,1,0.258888743657086,9.3,3,3
"795",15,"7.6",10,"n",0.912904564581137,0.000862614233141932,2,0.236340715803229,9.4,3,3
"796",16,"7.6",12,"n",0.912904564581137,0.000944911731860735,2,0.215756518253141,9.4,3,3
"797",17,"7.6",14,"n",0.912904564581137,0.00103506080320048,2,0.196965110351426,9.4,3,3
"798",18,"7.6",16,"n",0.912904564581137,0.00113381052451566,2,0.179810348303044,9.4,3,3
"799",19,"7.6",18,"n",0.912904564581137,0.00124198143870151,2,0.164149687724773,9.4,3,3
"800",20,"7.6",20,"a",0.901962470425049,0.00136047237234635,2,0.148056857859737,9.4,3,3
"801",21,"7.6",22,"a",0.901836957959405,0.00150834698444297,2,0.133523146297253,9.3,3,3
"802",22,"7.6",24,"a",0.901709599763735,0.00167252735777864,2,0.120399102806891,9.2,3,3
"803",23,"7.6",26,"o",0.901580348256196,0.00185484035904339,0,0.10854946503837,9.1,3,3
"804",24,"7.6",26,"o",0.901962470425049,0.00205732119453463,0,0.0979075436493258,9.4,3,3
"805",25,"7.6",26,"o",0.902328384447243,0.00228093879955462,0,0.088344755686294,9.7,3,3
"806",26,"7.6",26,"o",0.902679246521921,0.00252783669323658,0,0.079746977497067,10,3,3
"807",27,"7.6",26,"o",0.903016098866858,0.00280037089916102,0,0.0720128045158246,10.3,3,3
"808",28,"7.6",26,"o",0.903339883885334,0.00310113064725539,0,0.0650520384695822,10.6,3,3
"809",29,"7.6",26,"o",0.903651456228047,0.00343296106213886,0,0.0587843692936409,10.9,3,3
"810",30,"7.6",26,"o",0.90404922183053,0.00379898802627782,0,0.0531439633157146,11.3,3,3
"811",31,"7.6",26,"o",0.904428306056304,0.00420219157822577,0,0.0480649047187501,11.7,3,3
"812",32,"7.6",26,"o",0.904790179508175,0.00464624066947786,0,0.0434886537685213,12.1,3,3
"813",33,"7.6",26,"o",0.905136153296923,0.005135158155677,0,0.0393631527841011,12.5,3,3
"814",34,"7.6",26,"o",0.9054674007867,0.00567335437544107,0,0.0356420516381897,12.9,3,3
"815",35,"7.6",26,"o",0.905784975805787,0.00626566386654216,0,0.0322840348807663,13.3,3,3
"816",36,"7.6",26,"o",0.906164155520456,0.00691738550969917,0,0.0292546352045225,13.8,3,3
"817",37,"7.6",26,"o",0.906525106533149,0.00763370021596822,0,0.0265200612953682,14.3,3,3
"818",38,"7.6",26,"o",0.906869296308001,0.00842083706336828,0,0.0240502293249756,14.8,3,3
"819",39,"7.6",26,"o",0.907198029683709,0.00928561270918616,0,0.0218183206570592,15.3,3,3
"820",40,"7.6",26,"o",0.907512471513711,0.0102354859747916,0,0.0198003981037665,15.8,3,3
"821",41,"7.6",26,"o",0.907813665551181,0.0112786174251898,0,0.0179750719819529,16.3,3,3
"822",42,"7.6",26,"o",0.908102550295741,0.0124239343966495,0,0.016323208708561,16.8,3,3
"823",43,"7.6",26,"o",0.908434149976338,0.0136812019662354,0,0.0148285602280479,17.4,3,3
"824",44,"7.6",26,"o",0.908750550889645,0.0150602021804131,0,0.0134754622761388,18,3,3
