"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0"
"551","9.4","1",0.125,"n",0.11864406779661,0.43119148708405,15,0,59,0.0474796717069972,0.1,1,1.3,1
"552","10","1",0.125,"n",0.11864406779661,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,1,1.3,1
"553","7.1","2",0.107142857142857,"n",0.101694915254237,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,1,1.3,1
"554","7.6","2",0.107142857142857,"n",0.101694915254237,0.42293598383115,13,0,59,0.0343008140850957,0.1,1,1.3,1
"555","8.2","2",0.107142857142857,"n",0.101694915254237,0.425115830180376,13.6,0,59,0.038084995079863,0.1,1,1.3,1
"556","8.8","2",0.107142857142857,"n",0.101694915254237,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,1,1.3,1
"557","9.4","2",0.107142857142857,"n",0.101694915254237,0.43119148708405,15,0,59,0.0474796717069972,0.1,1,1.3,1
"558","10","2",0.107142857142857,"n",0.101694915254237,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,1,1.3,1
"559","7.1","0",0,"a",0,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,1,1.3,1
"560","7.6","0",0,"a",0,0.42293598383115,13,0,59,0.0343008140850957,0.1,1,1.3,1
"561","8.2","0",0,"a",0,0.425115830180376,13.6,0,59,0.038084995079863,0.1,1,1.3,1
"562","8.8","0",0,"a",0,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,1,1.3,1
"563","9.4","0",0,"a",0,0.43119148708405,15,0,59,0.0474796717069972,0.1,1,1.3,1
"564","10","0",0,"a",0,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,1,1.3,1
"565","7.1","1",0,"a",0,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,1,1.3,1
"566","7.6","1",0,"a",0,0.42293598383115,13,0,59,0.0343008140850957,0.1,1,1.3,1
"567","8.2","1",0,"a",0,0.425115830180376,13.6,0,59,0.038084995079863,0.1,1,1.3,1
"568","8.8","1",0,"a",0,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,1,1.3,1
"569","9.4","1",0,"a",0,0.43119148708405,15,0,59,0.0474796717069972,0.1,1,1.3,1
"570","10","1",0,"a",0,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,1,1.3,1
"571","7.1","2",1,"a",0.0508474576271186,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,1,1.3,1
"572","7.6","2",1,"a",0.0508474576271186,0.42293598383115,13,0,59,0.0343008140850957,0.1,1,1.3,1
"573","8.2","2",1,"a",0.0508474576271186,0.425115830180376,13.6,0,59,0.038084995079863,0.1,1,1.3,1
"574","8.8","2",1,"a",0.0508474576271186,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,1,1.3,1
"575","9.4","2",1,"a",0.0508474576271186,0.43119148708405,15,0,59,0.0474796717069972,0.1,1,1.3,1
"576","10","2",1,"a",0.0508474576271186,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,1,1.3,1
"577","7.1","0",0.767857142857143,"n",0.728813559322034,0.151737064245971,12.4,0,59,0.0311185908730597,0.28,1,1.3,1
"578","7.6","0",0.767857142857143,"n",0.728813559322034,0.153246192996214,13,0,59,0.0343008140850957,0.28,1,1.3,1
"579","8.2","0",0.767857142857143,"n",0.728813559322034,0.15502182193682,13.6,0,59,0.038084995079863,0.28,1,1.3,1
"580","8.8","0",0.767857142857143,"n",0.728813559322034,0.156729202513261,14.2,0,59,0.0422119616272972,0.28,1,1.3,1
"581","9.4","0",0.767857142857143,"n",0.728813559322034,0.159593380839593,15,0,59,0.0474796717069972,0.28,1,1.3,1
"582","10","0",0.767857142857143,"n",0.728813559322034,0.161684828811024,15.9,0,59,0.0536845578769371,0.28,1,1.3,1
"583","7.1","1",0.125,"n",0.11864406779661,0.151737064245971,12.4,0,59,0.0311185908730597,0.28,1,1.3,1
"584","7.6","1",0.125,"n",0.11864406779661,0.153246192996214,13,0,59,0.0343008140850957,0.28,1,1.3,1
"585","8.2","1",0.125,"n",0.11864406779661,0.15502182193682,13.6,0,59,0.038084995079863,0.28,1,1.3,1
"586","8.8","1",0.125,"n",0.11864406779661,0.156729202513261,14.2,0,59,0.0422119616272972,0.28,1,1.3,1
"587","9.4","1",0.125,"n",0.11864406779661,0.159593380839593,15,0,59,0.0474796717069972,0.28,1,1.3,1
