"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0","iter_id"
"666","10","2",0.291666666666667,"n",0.259259259259259,0.0849282385471823,3.8,21.4,27,0.104828335740565,0.88,1,1.3,1,4
"667","7.1","0",0,"a",0,0.0940174396460892,2.5,17.3,25,0.0581388249819421,0.88,1,1.3,1,4
"668","7.6","0",0,"a",0,0.0876068524599657,2.7,17.3,26,0.0614224861024591,0.88,1,1.3,1,4
"669","8.2","0",0,"a",0,0.150723852601949,1.5,21.2,20,0.0786203689154736,0.88,1,1.3,1,4
"670","8.8","0",0,"a",0,0.152970947903805,1.5,21.9,20,0.0861347362791,0.88,1,1.3,1,4
"671","9.4","0",0,"a",0,0.201346498475356,0.9,24.4,17,0.101598148942839,0.88,1,1.3,1,4
"672","10","0",0,"a",0,0.0849282385471823,3.8,21.4,27,0.104828335740565,0.88,1,1.3,1,4
"673","7.1","1",0,"a",0,0.0940174396460892,2.5,17.3,25,0.0581388249819421,0.88,1,1.3,1,4
"674","7.6","1",0,"a",0,0.0876068524599657,2.7,17.3,26,0.0614224861024591,0.88,1,1.3,1,4
"675","8.2","1",0,"a",0,0.150723852601949,1.5,21.2,20,0.0786203689154736,0.88,1,1.3,1,4
"676","8.8","1",0,"a",0,0.152970947903805,1.5,21.9,20,0.0861347362791,0.88,1,1.3,1,4
"677","9.4","1",0,"a",0,0.201346498475356,0.9,24.4,17,0.101598148942839,0.88,1,1.3,1,4
"678","10","1",0,"a",0,0.0849282385471823,3.8,21.4,27,0.104828335740565,0.88,1,1.3,1,4
"679","7.1","2",1,"a",0.2,0.0940174396460892,2.5,17.3,25,0.0581388249819421,0.88,1,1.3,1,4
"680","7.6","2",1,"a",0.192307692307692,0.0876068524599657,2.7,17.3,26,0.0614224861024591,0.88,1,1.3,1,4
"681","8.2","2",1,"a",0.25,0.150723852601949,1.5,21.2,20,0.0786203689154736,0.88,1,1.3,1,4
"682","8.8","2",1,"a",0.25,0.152970947903805,1.5,21.9,20,0.0861347362791,0.88,1,1.3,1,4
"683","9.4","2",1,"a",0.294117647058824,0.201346498475356,0.9,24.4,17,0.101598148942839,0.88,1,1.3,1,4
"684","10","2",1,"a",0.111111111111111,0.0849282385471823,3.8,21.4,27,0.104828335740565,0.88,1,1.3,1,4
"685","7.1","0",0.529411764705882,"n",0.409090909090909,0.111142809310203,1.8,18.2,22,0.0590637549557212,0.94,1,1.3,1,5
"686","7.6","0",0.5,"n",0.380952380952381,0.124117152026197,1.6,18.9,21,0.0638473605521784,0.94,1,1.3,1,5
"687","8.2","0",0.466666666666667,"n",0.35,0.137226921007895,1.5,21.2,20,0.0786203689154736,0.94,1,1.3,1,5
"688","8.8","0",0.428571428571429,"n",0.315789473684211,0.154685585816441,1.2,22.2,19,0.0861347362791,0.94,1,1.3,1,5
"689","9.4","0",0.333333333333333,"n",0.235294117647059,0.186909496945599,0.9,24.4,17,0.101598148942839,0.94,1,1.3,1,5
"690","10","0",0.333333333333333,"n",0.235294117647059,0.189134635767249,0.9,25.4,17,0.112063315447455,0.94,1,1.3,1,5
"691","7.1","1",0,"n",0,0.111142809310203,1.8,18.2,22,0.0590637549557212,0.94,1,1.3,1,5
"692","7.6","1",0,"n",0,0.124117152026197,1.6,18.9,21,0.0638473605521784,0.94,1,1.3,1,5
"693","8.2","1",0.0666666666666667,"n",0.05,0.137226921007895,1.5,21.2,20,0.0786203689154736,0.94,1,1.3,1,5
"694","8.8","1",0,"n",0,0.154685585816441,1.2,22.2,19,0.0861347362791,0.94,1,1.3,1,5
"695","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.186909496945599,0.9,24.4,17,0.101598148942839,0.94,1,1.3,1,5
"696","10","1",0.0833333333333333,"n",0.0588235294117647,0.189134635767249,0.9,25.4,17,0.112063315447455,0.94,1,1.3,1,5
"697","7.1","2",0.470588235294118,"n",0.363636363636364,0.111142809310203,1.8,18.2,22,0.0590637549557212,0.94,1,1.3,1,5
"698","7.6","2",0.5,"n",0.380952380952381,0.124117152026197,1.6,18.9,21,0.0638473605521784,0.94,1,1.3,1,5
"699","8.2","2",0.466666666666667,"n",0.35,0.137226921007895,1.5,21.2,20,0.0786203689154736,0.94,1,1.3,1,5
"700","8.8","2",0.571428571428571,"n",0.421052631578947,0.154685585816441,1.2,22.2,19,0.0861347362791,0.94,1,1.3,1,5
"701","9.4","2",0.583333333333333,"n",0.411764705882353,0.186909496945599,0.9,24.4,17,0.101598148942839,0.94,1,1.3,1,5
"702","10","2",0.583333333333333,"n",0.411764705882353,0.189134635767249,0.9,25.4,17,0.112063315447455,0.94,1,1.3,1,5
"703","7.1","0",0,"a",0,0.111142809310203,1.8,18.2,22,0.0590637549557212,0.94,1,1.3,1,5
"704","7.6","0",0,"a",0,0.124117152026197,1.6,18.9,21,0.0638473605521784,0.94,1,1.3,1,5
"705","8.2","0",0,"a",0,0.137226921007895,1.5,21.2,20,0.0786203689154736,0.94,1,1.3,1,5
"706","8.8","0",0,"a",0,0.154685585816441,1.2,22.2,19,0.0861347362791,0.94,1,1.3,1,5
"707","9.4","0",0,"a",0,0.186909496945599,0.9,24.4,17,0.101598148942839,0.94,1,1.3,1,5
"708","10","0",0,"a",0,0.189134635767249,0.9,25.4,17,0.112063315447455,0.94,1,1.3,1,5
"709","7.1","1",0,"a",0,0.111142809310203,1.8,18.2,22,0.0590637549557212,0.94,1,1.3,1,5
"710","7.6","1",0,"a",0,0.124117152026197,1.6,18.9,21,0.0638473605521784,0.94,1,1.3,1,5
"711","8.2","1",0,"a",0,0.137226921007895,1.5,21.2,20,0.0786203689154736,0.94,1,1.3,1,5
"712","8.8","1",0,"a",0,0.154685585816441,1.2,22.2,19,0.0861347362791,0.94,1,1.3,1,5
"713","9.4","1",0,"a",0,0.186909496945599,0.9,24.4,17,0.101598148942839,0.94,1,1.3,1,5
"714","10","1",0,"a",0,0.189134635767249,0.9,25.4,17,0.112063315447455,0.94,1,1.3,1,5
"715","7.1","2",1,"a",0.227272727272727,0.111142809310203,1.8,18.2,22,0.0590637549557212,0.94,1,1.3,1,5
"716","7.6","2",1,"a",0.238095238095238,0.124117152026197,1.6,18.9,21,0.0638473605521784,0.94,1,1.3,1,5
"717","8.2","2",1,"a",0.25,0.137226921007895,1.5,21.2,20,0.0786203689154736,0.94,1,1.3,1,5
"718","8.8","2",1,"a",0.263157894736842,0.154685585816441,1.2,22.2,19,0.0861347362791,0.94,1,1.3,1,5
"719","9.4","2",1,"a",0.294117647058824,0.186909496945599,0.9,24.4,17,0.101598148942839,0.94,1,1.3,1,5
"720","10","2",1,"a",0.294117647058824,0.189134635767249,0.9,25.4,17,0.112063315447455,0.94,1,1.3,1,5
