"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","ya"
"264","11.4","2",0.380952380952381,"n",0.296296296296296,0.0927320317623771,4,22.6,27,0.122164430122959,0.9
"265","12.8","2",0.380952380952381,"n",0.32,0.112970731020219,3.7,26.1,25,0.153715160504045,0.9
"266","14.3","2",0.421052631578947,"n",0.347826086956522,0.136452363992437,3.1,29.5,23,0.18180159202578,0.9
"267","15.7","2",0.347826086956522,"n",0.285714285714286,0.094316888237832,5,27.6,28,0.191424223305194,0.9
"268","17.1","2",0.363636363636364,"n",0.296296296296296,0.104959409257621,4.8,30.2,27,0.211866187738025,0.9
"269","18.6","2",0.266666666666667,"n",0.228571428571429,0.0562690054642986,9.4,24.5,35,0.211375341317102,0.9
"270","20","2",0.266666666666667,"n",0.228571428571429,0.0586212095821044,9.6,25,35,0.218007493025617,0.9
"271","7.1","0",0,"a",0,0.104405419091024,2.2,17.6,24,0.0581388249819421,0.9
"272","8.5","0",0,"a",0,0.154898811542791,1.4,21.1,20,0.0774996901503023,0.9
"273","10","0",0,"a",0,0.178991591325554,1.2,23.8,19,0.101598148942839,0.9
"274","11.4","0",0,"a",0,0.0927320317623771,4,22.6,27,0.122164430122959,0.9
"275","12.8","0",0,"a",0,0.112970731020219,3.7,26.1,25,0.153715160504045,0.9
"276","14.3","0",0,"a",0,0.136452363992437,3.1,29.5,23,0.18180159202578,0.9
"277","15.7","0",0,"a",0,0.094316888237832,5,27.6,28,0.191424223305194,0.9
"278","17.1","0",0,"a",0,0.104959409257621,4.8,30.2,27,0.211866187738025,0.9
"279","18.6","0",0,"a",0,0.0562690054642986,9.4,24.5,35,0.211375341317102,0.9
"280","20","0",0,"a",0,0.0586212095821044,9.6,25,35,0.218007493025617,0.9
"281","7.1","1",0.2,"a",0.0416666666666667,0.104405419091024,2.2,17.6,24,0.0581388249819421,0.9
"282","8.5","1",0.25,"a",0.05,0.154898811542791,1.4,21.1,20,0.0774996901503023,0.9
"283","10","1",0.2,"a",0.0526315789473684,0.178991591325554,1.2,23.8,19,0.101598148942839,0.9
"284","11.4","1",0.5,"a",0.111111111111111,0.0927320317623771,4,22.6,27,0.122164430122959,0.9
"285","12.8","1",0.25,"a",0.04,0.112970731020219,3.7,26.1,25,0.153715160504045,0.9
"286","14.3","1",0.25,"a",0.0434782608695652,0.136452363992437,3.1,29.5,23,0.18180159202578,0.9
"287","15.7","1",0.2,"a",0.0357142857142857,0.094316888237832,5,27.6,28,0.191424223305194,0.9
"288","17.1","1",0.2,"a",0.037037037037037,0.104959409257621,4.8,30.2,27,0.211866187738025,0.9
"289","18.6","1",0.2,"a",0.0285714285714286,0.0562690054642986,9.4,24.5,35,0.211375341317102,0.9
"290","20","1",0.2,"a",0.0285714285714286,0.0586212095821044,9.6,25,35,0.218007493025617,0.9
"291","7.1","2",0.8,"a",0.166666666666667,0.104405419091024,2.2,17.6,24,0.0581388249819421,0.9
"292","8.5","2",0.75,"a",0.15,0.154898811542791,1.4,21.1,20,0.0774996901503023,0.9
"293","10","2",0.8,"a",0.210526315789474,0.178991591325554,1.2,23.8,19,0.101598148942839,0.9
"294","11.4","2",0.5,"a",0.111111111111111,0.0927320317623771,4,22.6,27,0.122164430122959,0.9
"295","12.8","2",0.75,"a",0.12,0.112970731020219,3.7,26.1,25,0.153715160504045,0.9
"296","14.3","2",0.75,"a",0.130434782608696,0.136452363992437,3.1,29.5,23,0.18180159202578,0.9
"297","15.7","2",0.8,"a",0.142857142857143,0.094316888237832,5,27.6,28,0.191424223305194,0.9
"298","17.1","2",0.8,"a",0.148148148148148,0.104959409257621,4.8,30.2,27,0.211866187738025,0.9
"299","18.6","2",0.8,"a",0.114285714285714,0.0562690054642986,9.4,24.5,35,0.211375341317102,0.9
"300","20","2",0.8,"a",0.114285714285714,0.0586212095821044,9.6,25,35,0.218007493025617,0.9
