"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","Ba"
"263","10","2",0.666666666666667,"n",0.470588235294118,0.180561673078271,0.799999999999999,24.4,17,0.101598148942839,0.9
"264","11.4","2",0.533333333333333,"n",0.380952380952381,0.119452629544212,2.2,25.9,21,0.133124415177566,0.9
"265","12.8","2",0.571428571428571,"n",0.421052631578947,0.155406379655228,1.8,28.7,19,0.157777095007979,0.9
"266","14.3","2",0.538461538461538,"n",0.388888888888889,0.174644929675606,1.5,31.7,18,0.184867744064211,0.9
"267","15.7","2",0.636363636363636,"n",0.4375,0.214441110324189,0.9,34.7,16,0.20632335512795,0.9
"268","17.1","2",0.454545454545455,"n",0.263157894736842,0.166274138127748,1.8,35.3,19,0.220688593180983,0.9
"269","18.6","2",0.615384615384615,"n",0.444444444444444,0.181994864464138,1.7,38.7,18,0.239461205615086,0.9
"270","20","2",0.615384615384615,"n",0.421052631578947,0.171645543315921,2.3,38.7,19,0.242195078873512,0.9
"271","7.1","0",0,"a",0,0.229535627503102,0.300000000000001,19.8,14,0.0595301993804354,0.9
"272","8.5","0",0,"a",0,0.127906413179334,1.4,20.9,20,0.0758369562434244,0.9
"273","10","0",0,"a",0,0.180561673078271,0.799999999999999,24.4,17,0.101598148942839,0.9
"274","11.4","0",0,"a",0,0.119452629544212,2.2,25.9,21,0.133124415177566,0.9
"275","12.8","0",0,"a",0,0.155406379655228,1.8,28.7,19,0.157777095007979,0.9
"276","14.3","0",0,"a",0,0.174644929675606,1.5,31.7,18,0.184867744064211,0.9
"277","15.7","0",0,"a",0,0.214441110324189,0.9,34.7,16,0.20632335512795,0.9
"278","17.1","0",0.125,"a",0.0526315789473684,0.166274138127748,1.8,35.3,19,0.220688593180983,0.9
"279","18.6","0",0,"a",0,0.181994864464138,1.7,38.7,18,0.239461205615086,0.9
"280","20","0",0.166666666666667,"a",0.0526315789473684,0.171645543315921,2.3,38.7,19,0.242195078873512,0.9
"281","7.1","1",0,"a",0,0.229535627503102,0.300000000000001,19.8,14,0.0595301993804354,0.9
"282","8.5","1",0,"a",0,0.127906413179334,1.4,20.9,20,0.0758369562434244,0.9
"283","10","1",0,"a",0,0.180561673078271,0.799999999999999,24.4,17,0.101598148942839,0.9
"284","11.4","1",0.666666666666667,"a",0.19047619047619,0.119452629544212,2.2,25.9,21,0.133124415177566,0.9
"285","12.8","1",0.2,"a",0.0526315789473684,0.155406379655228,1.8,28.7,19,0.157777095007979,0.9
"286","14.3","1",0,"a",0,0.174644929675606,1.5,31.7,18,0.184867744064211,0.9
"287","15.7","1",0,"a",0,0.214441110324189,0.9,34.7,16,0.20632335512795,0.9
"288","17.1","1",0,"a",0,0.166274138127748,1.8,35.3,19,0.220688593180983,0.9
"289","18.6","1",0.2,"a",0.0555555555555556,0.181994864464138,1.7,38.7,18,0.239461205615086,0.9
"290","20","1",0,"a",0,0.171645543315921,2.3,38.7,19,0.242195078873512,0.9
"291","7.1","2",1,"a",0.571428571428571,0.229535627503102,0.300000000000001,19.8,14,0.0595301993804354,0.9
"292","8.5","2",1,"a",0.25,0.127906413179334,1.4,20.9,20,0.0758369562434244,0.9
"293","10","2",1,"a",0.294117647058824,0.180561673078271,0.799999999999999,24.4,17,0.101598148942839,0.9
"294","11.4","2",0.333333333333333,"a",0.0952380952380952,0.119452629544212,2.2,25.9,21,0.133124415177566,0.9
"295","12.8","2",0.8,"a",0.210526315789474,0.155406379655228,1.8,28.7,19,0.157777095007979,0.9
"296","14.3","2",1,"a",0.277777777777778,0.174644929675606,1.5,31.7,18,0.184867744064211,0.9
"297","15.7","2",1,"a",0.3125,0.214441110324189,0.9,34.7,16,0.20632335512795,0.9
"298","17.1","2",0.875,"a",0.368421052631579,0.166274138127748,1.8,35.3,19,0.220688593180983,0.9
"299","18.6","2",0.8,"a",0.222222222222222,0.181994864464138,1.7,38.7,18,0.239461205615086,0.9
"300","20","2",0.833333333333333,"a",0.263157894736842,0.171645543315921,2.3,38.7,19,0.242195078873512,0.9
